579;牛(精品);22;0;1;0;2;0;4552;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
580;虎(精品);22;0;1;0;3;0;4553;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
581;兔(精品);22;0;1;0;4;0;4554;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
582;龙(精品);22;0;1;0;5;0;4555;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
583;蛇(精品);22;0;1;0;6;0;4556;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
584;马(精品);22;0;1;0;7;0;4557;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
585;羊(精品);22;0;1;0;8;0;4558;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
586;猴(精品);22;0;1;0;9;0;4559;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
587;鸡(精品);22;0;1;0;10;0;4560;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
588;狗(精品);22;0;1;0;11;0;4561;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
589;猪(精品);22;0;1;0;12;0;4562;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
590;鼠(完美);22;0;1;0;1;0;4563;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
591;牛(完美);22;0;1;0;2;0;4564;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
592;虎(完美);22;0;1;0;3;0;4565;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
593;兔(完美);22;0;1;0;4;0;4566;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
594;龙(完美);22;0;1;0;5;0;4567;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
595;蛇(完美);22;0;1;0;6;0;4568;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
596;马(完美);22;0;1;0;7;0;4569;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
597;羊(完美);22;0;1;0;8;0;4570;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
598;猴(完美);22;0;1;0;9;0;4571;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
599;鸡(完美);22;0;1;0;10;0;4572;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
600;狗(完美);22;0;1;0;11;0;4573;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
601;猪(完美);22;0;1;0;12;0;4574;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
